"CSID","licence_number","model_id","buy_year","branch_id","color_id"
3927,94922657,6,2017,767,2
3928,18467526,261,2019,355,2
3929,35241084,967,2019,102,5
3930,61435970,942,2022,691,7
3931,59538928,255,2022,977,3
3932,60458250,292,2022,147,4
3933,99598153,996,2017,75,1
3934,38079732,1098,2021,681,4
3935,26713313,289,2017,22,4
3936,64965511,1137,2021,502,5
3937,49791080,965,2019,785,2
3938,60677424,838,2020,638,1
3939,91207200,703,2022,31,6
3940,38148539,4,2017,306,4
3941,31196474,327,2019,877,1
3942,75910972,43,2022,567,3
3943,13747711,866,2022,884,9
3944,81441854,98,2019,327,9
3945,42130121,299,2018,358,2
3946,52154103,199,2021,72,6
3947,67919949,1105,2018,531,2
3948,35229572,1064,2021,127,3
3949,80821798,693,2020,850,3
3950,93410179,1068,2019,343,2
3951,90054575,398,2019,214,2
3952,80809237,1022,2020,747,2
3953,53433242,1037,2020,693,2
3954,96506815,1070,2019,347,4
3955,21845980,1020,2022,162,1
3956,55181888,624,2017,380,1
3957,41232190,502,2021,403,1
3958,52303106,1000,2019,735,4
3959,25079318,253,2020,784,6
3960,18143378,102,2022,969,2
3961,73567460,180,2022,299,7
3962,60217174,105,2019,240,1
3963,69309931,1038,2018,391,6
3964,30632384,185,2022,710,1
3965,75195085,284,2022,396,5
3966,64596676,421,2022,731,5
3967,92036846,202,2018,673,2
3968,22939647,557,2017,361,6
3969,10681294,1073,2020,30,2
3970,28380717,1041,2021,655,4
3971,46844379,816,2018,99,2
3972,19385112,958,2021,19,1
3973,50634519,241,2019,236,2
3974,42917663,17,2019,289,4
3975,54950834,607,2020,863,1
3976,16696692,774,2020,401,3
3977,40738891,763,2017,132,2
3978,83770623,1054,2017,365,5
3979,16006795,855,2022,323,4
3980,79114503,956,2017,824,3
3981,66672380,120,2022,586,2
3982,96685396,850,2019,336,2
3983,98592274,291,2022,951,3
3984,14105445,747,2020,529,3
3985,44782104,21,2018,945,2
3986,52975756,919,2018,345,1
3987,93645957,866,2020,107,5
3988,67077562,852,2019,988,2
3989,16882965,666,2019,227,2
3990,15311790,15,2019,535,4
3991,91449521,346,2020,53,6
3992,36000961,605,2022,720,4
3993,46150668,366,2020,402,4
3994,59578489,196,2018,572,6
3995,43449014,582,2018,692,4
3996,97952847,640,2020,103,3
3997,53106453,569,2017,147,5
3998,98329053,842,2019,695,1
3999,85097267,40,2020,793,9
4000,27668892,828,2019,589,6
4001,24682279,1106,2021,41,4
4002,80272960,816,2021,205,4
4003,94591806,472,2021,127,1
4004,83054468,403,2017,715,4
4005,76382148,1081,2022,718,3
4006,19511256,349,2022,997,2
4007,61912127,181,2020,382,4
4008,51539642,78,2018,869,7
4009,89987679,1135,2017,674,3
4010,76208462,977,2022,484,4
4011,13976998,591,2019,450,4
4012,38145527,318,2021,631,2
4013,90998938,421,2017,860,4
4014,48395540,268,2022,815,4
4015,89153490,918,2020,892,3
4016,20634526,368,2018,636,1
4017,23686231,107,2021,831,6
4018,88537733,1038,2017,381,2
4019,77387636,821,2021,624,2
4020,64066481,672,2020,4,5
4021,94733060,545,2018,59,1
4022,39370991,947,2022,280,3
4023,27241747,350,2022,194,2
4024,32900035,248,2017,843,3
4025,88336080,993,2022,312,1
4026,88255821,168,2022,92,3
4027,16138232,294,2021,931,2
4028,15790076,983,2018,315,4
4029,52579242,406,2021,665,5
4030,80381813,1039,2018,866,3
4031,50789862,85,2022,806,5
4032,18860540,475,2018,578,2
4033,97419106,237,2017,476,2
4034,40125687,380,2018,109,1
4035,49253065,274,2018,422,2
4036,20525488,321,2022,540,2
4037,19244783,1124,2020,313,6
4038,31424176,363,2021,663,1
4039,82413584,1060,2021,958,2
4040,93560046,889,2022,287,2
4041,36287469,260,2021,919,1
4042,29280448,947,2022,903,1
4043,42564856,805,2017,938,2
4044,36447785,93,2017,855,6
4045,82950777,656,2020,593,5
4046,78071194,978,2019,730,5
4047,35309139,697,2021,892,6
4048,28952706,253,2020,182,4
4049,37284913,898,2020,491,3
4050,97159467,223,2018,18,2
4051,76720146,380,2017,279,6
4052,43463978,1057,2021,137,2
4053,82221864,1132,2020,207,10
4054,98426336,546,2017,270,1
4055,94675239,162,2019,242,6
4056,31096596,923,2019,248,5
4057,31749219,814,2017,332,5
4058,75295668,484,2019,651,2
4059,75910929,487,2018,488,2
4060,54467168,230,2017,170,4
4061,43842541,779,2020,944,1
4062,20648910,303,2017,123,3
4063,79558643,738,2021,857,2
4064,27843803,745,2018,658,4
4065,14177571,610,2017,95,5
4066,38137518,667,2017,931,5
4067,25945697,189,2021,854,4
4068,23256033,928,2022,117,3
4069,78873552,1003,2017,919,4
4070,21311650,820,2017,913,3
4071,14905135,1015,2021,914,4
4072,86130759,727,2021,265,5
4073,46144670,533,2019,938,3
4074,91417595,618,2020,78,6
4075,79788129,105,2021,698,6
4076,15880758,547,2020,621,13
4077,47159897,666,2021,410,2
4078,54350925,565,2018,53,4
4079,83789535,426,2020,370,6
4080,15010761,1044,2022,707,4
4081,21582190,142,2017,510,1
4082,59758344,1124,2018,480,1
4083,60299878,1137,2021,601,8
4084,12376081,330,2021,578,1
4085,91645190,922,2017,561,1
4086,37363043,126,2020,733,1
4087,77258343,377,2022,507,1
4088,12400220,355,2019,976,1
4089,38007698,92,2018,392,2
4090,20249211,246,2022,740,5
4091,36226981,612,2019,272,6
4092,52689335,461,2021,524,6
4093,42855138,136,2020,464,3
4094,60992291,396,2022,345,3
4095,77320516,527,2017,598,2
4096,94044320,787,2018,972,2
4097,67633841,358,2021,512,4
4098,97015783,929,2017,432,2
4099,65699657,426,2021,769,2
4100,44982609,535,2022,197,6
4101,74134914,765,2017,966,2
4102,27097992,237,2018,314,4
4103,24625472,123,2017,269,1
4104,74270882,733,2022,166,3
4105,54260272,1134,2018,803,1
4106,50137589,542,2018,131,2
4107,58934860,651,2018,698,1
4108,56943099,36,2022,980,3
4109,73687552,682,2018,924,2
4110,30249914,591,2017,440,1
4111,32992552,539,2019,481,2
4112,56691402,1032,2017,650,7
4113,51548028,137,2018,804,6
4114,95393204,745,2017,638,5
4115,49210038,91,2019,482,1
4116,33784620,920,2017,418,2
4117,31967405,100,2021,709,3
4118,87368431,429,2020,149,2
4119,13838884,776,2021,252,2
4120,44868620,1074,2017,413,2
4121,82458185,439,2020,191,3
4122,94798888,1001,2021,346,1
4123,75512004,182,2020,248,1
4124,86255115,554,2020,862,2
4125,68807834,579,2017,672,1
4126,63816670,510,2019,987,8
4127,78922799,207,2020,984,3
4128,48229982,295,2018,822,1
4129,98169533,840,2022,644,1
4130,51736772,475,2018,862,2
4131,12763474,80,2021,719,4
4132,49985098,689,2018,617,3
4133,51682289,190,2021,663,1
4134,52513546,983,2022,921,4
4135,43180095,862,2022,58,5
4136,72720062,38,2018,122,1
4137,40512938,237,2019,616,2
4138,88683037,117,2018,583,2
4139,45515018,385,2018,330,1
4140,12335192,603,2018,175,4
4141,96898791,285,2021,379,4
4142,12183588,502,2019,207,5
4143,90854659,791,2020,803,3
4144,85475369,233,2017,356,4
4145,30698390,242,2021,409,1
4146,22976918,812,2022,835,5
4147,48107524,251,2019,873,1
4148,87082087,794,2022,935,5
4149,16927674,1013,2017,439,5
4150,53060569,735,2021,544,4
4151,35099918,121,2021,99,2
4152,59747305,667,2021,874,1
4153,32204222,590,2017,368,4
4154,17051286,85,2022,871,1
4155,84017576,116,2022,823,4
4156,44069972,332,2021,31,2
4157,27971004,458,2022,447,13
4158,64660571,953,2018,101,2
4159,71156459,737,2017,181,1
4160,20568565,577,2017,279,5
4161,78124279,509,2020,122,5
4162,84779084,277,2022,22,1
4163,18122777,237,2018,561,1
4164,85731017,1073,2019,358,2
4165,18947779,962,2020,941,3
4166,40689719,731,2020,50,3
4167,54369350,1115,2019,477,1
4168,33878145,267,2022,95,1
4169,91356080,90,2017,342,3
4170,66793121,91,2022,437,3
4171,35142950,156,2018,259,6
4172,12020288,198,2019,111,3
4173,68627855,1042,2019,826,2
4174,68953357,752,2022,533,6
4175,94565499,941,2022,250,3
4176,16271882,851,2018,620,1
4177,72097044,414,2022,415,3
4178,41613347,1119,2020,136,4
4179,74862561,1070,2021,256,1
4180,23308472,381,2018,562,3
4181,84160104,318,2021,574,1
4182,80740886,671,2018,934,2
4183,44059038,531,2018,957,1
4184,25322573,7,2019,567,4
4185,95201864,932,2019,959,4
4186,92579463,687,2020,218,1
4187,65593711,728,2017,171,5
4188,52959916,2,2017,567,6
4189,85994603,876,2022,66,2
4190,86417772,875,2019,531,1
4191,30741993,336,2022,753,11
4192,94078431,455,2018,23,3
4193,87403138,1032,2021,340,4
4194,94104494,768,2020,808,6
4195,73875079,694,2021,90,2
4196,49236465,487,2019,892,1
4197,75274950,436,2019,716,2
4198,72050456,344,2021,310,4
4199,75054997,1035,2021,156,1
4200,61535399,200,2022,385,6
4201,47328453,591,2017,755,5
4202,39973646,211,2019,527,1
4203,67612664,356,2022,359,8
4204,46182084,99,2020,932,1
4205,33143522,272,2018,59,1
4206,96940831,560,2017,49,4
4207,20413522,1024,2022,328,1
4208,56514188,1136,2017,444,2
4209,83625135,1011,2018,269,2
4210,24448292,12,2022,781,5
4211,41537844,218,2019,379,2
4212,64775589,125,2017,114,2
4213,16769146,344,2020,145,6
4214,69925044,312,2017,998,6
4215,52958167,870,2022,307,6
4216,38906938,424,2022,947,1
4217,34112942,988,2017,657,3
4218,71072275,412,2022,900,1
4219,29627015,846,2019,449,2
4220,41337308,824,2017,559,2
4221,74123065,55,2017,397,3
4222,82260135,210,2019,67,5
4223,89391593,384,2022,143,2
4224,19597779,299,2018,321,1
4225,88952225,298,2017,24,2
4226,44640707,661,2018,587,1
4227,13642137,409,2017,181,3
4228,79635372,1103,2019,591,1
4229,32699759,245,2017,390,5
4230,72870113,269,2021,884,6
4231,65875938,564,2020,941,1
4232,90017349,600,2019,24,2
4233,38796934,1057,2018,474,6
4234,35962031,42,2021,232,4
4235,83463060,432,2017,143,3
4236,28068429,484,2022,743,3
4237,70918514,1022,2017,832,3
4238,18952563,187,2018,846,1
4239,70749823,765,2022,150,1
4240,81796149,835,2020,626,4
4241,65400990,787,2022,202,3
4242,91326587,30,2020,460,2
4243,18328806,1014,2019,410,2
4244,82671476,892,2020,957,1
4245,70645569,189,2022,251,9
4246,25790430,546,2020,14,2
4247,34140765,702,2018,957,2
4248,12543520,731,2018,505,1
4249,81784586,752,2018,169,3
4250,39785500,737,2018,418,3
4251,75270480,215,2021,85,1
4252,93138190,1133,2022,722,4
4253,61931955,313,2021,675,1
4254,19872857,408,2017,495,1
4255,22408491,562,2017,604,4
4256,45992016,991,2018,314,1
4257,89830537,606,2022,889,6
4258,34625548,289,2021,871,6
4259,77160842,470,2021,447,2
4260,95629154,414,2022,156,5
4261,90736999,273,2022,548,5
4262,32823677,875,2020,957,2
4263,79819404,350,2021,604,1
4264,26013201,548,2021,252,4
4265,43908147,486,2019,311,5
4266,38396451,79,2017,540,4
4267,30287046,346,2017,895,1
4268,44549569,331,2017,95,1
4269,62416595,1016,2021,442,5
4270,42843198,172,2021,164,1
4271,30154828,270,2018,499,3
4272,56981410,460,2020,354,2
4273,15346576,842,2020,49,5
4274,17246223,378,2022,861,2
4275,15599645,269,2019,69,6
4276,59220340,194,2021,945,3
4277,40256061,742,2019,54,4
4278,86651361,726,2019,382,2
4279,79043827,415,2018,660,7
4280,74709591,74,2022,543,2
4281,65388806,615,2018,17,6
4282,12468321,869,2017,915,3
4283,94005956,99,2018,695,1
4284,25621906,1019,2018,199,3
4285,81275946,882,2021,375,1
4286,97703701,395,2019,590,2
4287,65725700,61,2019,522,3
4288,23992504,128,2018,803,4
4289,88061813,526,2020,140,5
4290,88456862,109,2020,714,4
4291,71949350,399,2019,572,6
4292,26853196,107,2018,570,3
4293,65721069,146,2021,96,1
4294,74740835,623,2022,204,3
4295,12423773,443,2017,204,6
4296,53482221,732,2021,696,3
4297,67741107,464,2018,170,4
4298,63061458,109,2021,236,1
4299,46822933,619,2020,882,11
4300,61274388,509,2018,269,3
4301,52187436,198,2018,967,5
4302,37691222,679,2020,212,4
4303,27238016,1024,2022,824,1
4304,44504978,500,2018,455,3
4305,63358440,837,2018,29,3
4306,47291600,805,2017,706,1
4307,69562053,737,2018,663,3
4308,93057433,183,2017,5,2
4309,74441478,992,2019,416,2
4310,87647907,427,2017,318,2
4311,94544822,217,2020,823,4
4312,15733619,76,2018,712,2
4313,28290726,428,2017,171,5
4314,69714941,9,2020,267,1
4315,51629236,327,2018,525,4
4316,10400839,183,2022,900,3
4317,86425269,1031,2019,477,2
4318,76406797,1021,2022,962,2
4319,68918602,482,2021,599,3
4320,67264567,899,2018,504,4
4321,30850461,137,2020,60,6
4322,72124446,42,2017,580,5
4323,31015496,72,2019,168,6
4324,43777816,897,2019,253,2
4325,73488327,1130,2019,875,1
4326,94124090,856,2019,415,5
4327,63169318,937,2017,294,3
4328,56199954,523,2021,510,5
4329,81384185,501,2017,582,2
4330,39447292,766,2019,548,1
4331,53526151,1088,2022,71,6
4332,58930021,1078,2019,268,2
4333,41345496,525,2018,669,6
4334,62447095,345,2020,198,4
4335,29257753,722,2018,781,1
4336,70298107,258,2019,650,5
4337,69752964,461,2019,868,1
4338,91842455,195,2017,845,3
4339,53432319,156,2018,160,1
4340,26542214,821,2017,544,2
4341,26599687,69,2017,611,1
4342,67168920,411,2021,888,3
4343,54166483,658,2018,868,3
4344,40560447,564,2017,110,2
4345,53971469,736,2019,592,1
4346,73341972,625,2020,129,5
4347,79014409,989,2021,279,1
4348,80855498,823,2019,806,1
4349,40536161,836,2022,781,2
4350,75451872,858,2019,861,1
4351,36195346,387,2021,108,2
4352,48208929,318,2017,494,3
4353,58628693,921,2017,820,2
4354,76444930,1070,2020,405,6
4355,78728489,1053,2017,344,7
4356,99170199,829,2018,471,1
4357,39097516,258,2018,985,2
4358,46580927,79,2018,71,1
4359,50072614,656,2018,249,1
4360,92317267,153,2022,323,3
4361,87584601,1048,2019,476,6
4362,86385958,1000,2019,674,5
4363,60147608,751,2018,314,2
4364,27966909,235,2019,633,2
4365,77129059,837,2019,365,5
4366,71140669,70,2019,567,6
4367,94969937,765,2017,510,7
4368,70059568,1065,2021,542,1
4369,59064577,997,2018,241,3
4370,20419748,672,2021,800,1
4371,28874378,1130,2021,295,6
4372,88423967,1017,2017,610,3
4373,39540877,571,2021,21,2
4374,60183375,824,2022,754,5
4375,78415893,201,2022,221,1
4376,65785817,850,2019,260,3
4377,40296286,597,2019,626,1
4378,90646648,924,2017,692,3
4379,33500992,553,2017,636,4
4380,69004053,676,2017,664,6
4381,22391181,843,2020,869,1
4382,37018860,724,2018,1,1
4383,72109301,580,2018,714,1
4384,18863098,1049,2019,728,1
4385,23307675,1033,2020,251,4
4386,49812569,129,2021,794,4
4387,71092170,215,2019,625,5
4388,20926318,379,2018,393,3
4389,89675306,988,2017,728,3
4390,67112497,565,2022,49,2
4391,14019153,675,2017,883,1
4392,74790826,586,2018,817,11
4393,65904894,720,2022,159,2
4394,89268123,407,2018,477,6
4395,21335132,446,2021,590,4
4396,65791160,3,2017,152,2
4397,50536764,1093,2019,260,3
4398,93050056,429,2021,401,2
4399,99081420,329,2021,616,4
4400,37558772,694,2021,583,6
4401,64651338,315,2021,311,2
4402,34202982,161,2018,940,2
4403,71693408,542,2020,292,4
4404,26532283,1017,2021,186,2
4405,36500176,289,2018,996,1
4406,30534820,905,2017,353,1
4407,69592110,87,2019,844,1
4408,62421082,258,2017,737,11
4409,19289851,4,2018,829,4
4410,58292054,68,2020,636,5
4411,44895671,244,2017,344,6
4412,21849130,688,2018,804,6
4413,14964873,1103,2017,255,5
4414,95268169,150,2021,150,2
4415,91727431,605,2018,390,10
4416,50872036,384,2017,549,3
4417,65189487,371,2017,519,6
4418,89894949,608,2019,194,3
4419,31437852,258,2018,810,3
4420,13709111,664,2017,629,2
4421,29618495,248,2022,933,4
4422,62518100,664,2022,880,5
4423,14837586,231,2020,885,2
4424,53264443,1074,2017,328,1
4425,47144903,827,2022,921,6
4426,58617727,116,2022,826,1
4427,70344607,649,2019,256,2
4428,38202615,14,2019,647,2
4429,50508992,388,2022,951,4
4430,77969960,1002,2019,723,1
4431,90037041,527,2018,85,1
4432,42935869,772,2018,886,2
4433,65336352,219,2017,896,1
4434,46360661,739,2020,936,1
4435,19571151,1079,2022,229,6
4436,47486952,838,2022,39,2
4437,92465280,1053,2019,648,6
4438,14985374,51,2022,137,1
4439,43649658,1117,2020,518,6
4440,74403495,91,2021,993,1
4441,62564973,88,2020,717,1
4442,96917132,671,2021,960,1
4443,88765331,270,2020,366,1
4444,95165147,860,2017,681,1
4445,98619382,74,2020,544,2
4446,68857158,510,2022,763,3
4447,17838306,367,2017,136,3
4448,91695209,604,2020,6,6
4449,15865804,216,2017,170,4
4450,90310169,441,2017,14,6
4451,11600381,810,2018,608,4
4452,41067604,647,2022,900,7
4453,84161031,1128,2020,610,5
4454,93022336,225,2019,106,6
4455,97205030,1088,2018,168,1
4456,77546547,1044,2020,671,1
4457,62875497,27,2018,589,4
4458,57930114,22,2019,548,2
4459,97037321,280,2022,199,4
4460,19399327,1129,2021,753,4
4461,55243720,549,2022,258,2
4462,75103558,89,2020,169,6
4463,46796918,638,2022,45,4
4464,46505051,1046,2021,537,6
4465,96014153,349,2022,527,4
4466,77412931,53,2018,818,1
4467,88871612,715,2018,958,6
4468,85542878,495,2017,660,4
4469,54626473,1005,2022,471,2
4470,35299466,992,2018,7,5
4471,20814251,441,2017,872,1
4472,50363535,63,2020,831,3
4473,25619223,685,2020,799,3
4474,79378869,838,2021,427,10
4475,42496712,706,2021,170,4
4476,47264672,634,2021,737,3
4477,31851566,44,2017,980,2
4478,61980985,824,2018,654,4
4479,32968804,818,2017,723,2
4480,81615144,768,2022,707,5
4481,82413863,822,2021,744,4
4482,84226326,561,2017,466,1
4483,32882100,849,2019,238,5
4484,91499231,959,2021,758,2
4485,62881469,751,2019,523,4
4486,25252361,695,2018,930,3
4487,37464423,98,2019,207,2
4488,36090018,517,2018,106,3
4489,84121288,1067,2021,953,5
4490,64348518,827,2017,565,11
4491,20391249,797,2019,264,5
4492,63927450,97,2020,952,2
4493,49999422,1093,2017,106,1
4494,84114311,473,2020,923,6
4495,20563307,384,2021,910,1
4496,52348004,343,2022,336,3
4497,18201521,801,2019,992,5
4498,87419460,372,2020,623,1
4499,18652996,53,2017,354,1
4500,25332989,89,2022,943,1
4501,60633439,615,2017,272,1
4502,30355917,479,2021,953,1
4503,98056516,1053,2017,915,4
4504,30329299,620,2019,666,3
4505,16022616,546,2019,217,3
4506,41279584,418,2017,714,6
4507,94544219,687,2017,343,1
4508,74141124,759,2020,304,1
4509,35189858,954,2020,146,1
4510,88676790,27,2021,699,1
4511,62221306,592,2022,886,1
4512,98678029,696,2019,237,2
4513,39076452,951,2018,348,2
4514,80649682,213,2022,946,3
4515,37699693,876,2020,593,6
4516,94345370,264,2018,220,3
4517,40165566,234,2020,984,4
4518,19671133,360,2022,986,5
4519,85935088,636,2018,901,3
4520,34036963,724,2022,411,3
4521,90493869,714,2018,852,4
4522,42590874,287,2021,576,2
4523,21582421,687,2018,486,3
4524,21896859,692,2021,454,1
4525,51376118,584,2017,391,1
4526,21766550,323,2021,828,2
4527,83622950,870,2017,421,4
4528,63082761,434,2018,656,2
4529,69658839,930,2020,620,5
4530,94106049,1094,2017,617,6
4531,94646112,792,2017,712,2
4532,60093896,778,2018,930,3
4533,97567521,1046,2021,569,2
4534,74073932,112,2019,768,1
4535,81275102,679,2020,788,4
4536,85394346,1013,2018,126,4
4537,40125010,1004,2018,733,5
4538,17569424,525,2018,715,2
4539,98874839,806,2021,321,1
4540,85726843,478,2022,495,1
4541,49363664,325,2017,562,3
4542,35372729,697,2020,73,7
4543,19863277,531,2019,619,6
4544,46876123,1095,2018,226,1
4545,79040707,444,2022,723,6
4546,17676596,14,2017,664,6
4547,88877305,484,2021,496,3
4548,38565214,968,2019,588,6
4549,62067423,464,2020,755,5
4550,13216916,1104,2018,941,1
4551,20213496,246,2020,142,2
4552,81292413,414,2018,886,3
4553,79804408,807,2020,491,1
4554,88677297,423,2017,311,1
4555,88220026,134,2018,339,1
4556,86573691,770,2022,248,1
4557,27362026,704,2022,829,2
4558,10785698,910,2017,493,2
4559,45660896,842,2022,114,4
4560,77195605,980,2021,210,1
4561,78733267,844,2020,861,1
4562,82497049,545,2020,88,3
4563,50418839,1051,2022,63,3
4564,79964754,301,2017,963,2
4565,96843695,1031,2018,116,4
4566,38934530,47,2017,804,4
4567,96617849,610,2021,82,9
4568,98449107,414,2022,139,1
4569,86203993,222,2020,576,4
4570,28188383,388,2020,734,2
4571,69838378,404,2021,480,2
4572,71816008,505,2020,487,3
4573,96226475,1037,2018,498,6
4574,18236930,1105,2018,272,1
4575,66866969,377,2021,709,4
4576,86804524,616,2020,745,1
4577,78840777,217,2018,455,2
4578,41612103,863,2022,562,6
4579,55670910,913,2020,106,5
4580,43454606,191,2018,498,1
4581,95113544,845,2018,587,2
4582,87880574,792,2020,947,2
4583,25983255,464,2019,635,1
4584,95267647,665,2017,413,1
4585,81641775,174,2018,61,1
4586,72991246,226,2020,986,6
4587,87568890,711,2019,517,1
4588,77778163,418,2019,255,1
4589,87879040,770,2019,436,6
4590,45313571,1003,2020,343,3
4591,80557899,717,2022,166,3
4592,37843236,247,2018,611,1
4593,23547312,64,2021,739,5
4594,78448699,648,2020,618,5
4595,58760207,267,2021,722,2
4596,54801316,857,2021,534,3
4597,22024510,712,2022,716,1
4598,58976008,674,2018,623,4
4599,18766985,331,2018,664,4
4600,77225393,916,2020,105,4
4601,44655836,225,2017,108,5
4602,25827228,503,2021,802,4
4603,42406850,942,2020,23,3
4604,40413771,674,2017,660,3
4605,38190550,756,2019,215,7
4606,62007710,677,2019,829,1
4607,66688820,265,2022,714,4
4608,60196398,344,2018,451,1
4609,28948301,839,2022,844,2
4610,72377634,678,2018,548,2
4611,80105615,926,2017,426,2
4612,57074831,318,2017,878,1
4613,71615596,336,2019,554,5
4614,33643546,607,2022,841,2
4615,32826904,901,2018,469,2
4616,64637113,420,2019,33,10
4617,62783811,932,2021,813,2
4618,22739349,113,2017,930,4
4619,56775087,514,2021,971,1
4620,70180612,725,2018,582,6
4621,22731645,830,2019,942,2
4622,37400594,738,2019,390,3
4623,21591121,4,2018,915,1
4624,20377442,662,2017,21,2
4625,45968870,1131,2020,562,4
4626,71221770,993,2019,113,5
4627,23047287,916,2018,221,3
4628,85416656,1043,2020,463,2
4629,19960261,239,2018,517,5
4630,18395432,514,2022,321,3
4631,46965020,944,2020,768,1
4632,33717004,1133,2020,790,3
4633,94499353,474,2022,259,1
4634,89353205,877,2021,87,5
4635,40182386,80,2021,778,4
4636,44833868,621,2021,564,1
4637,99086031,647,2020,558,4
4638,90901474,261,2017,740,6
4639,85854085,190,2021,932,6
4640,45416229,277,2020,966,1
4641,20740638,868,2019,81,4
4642,35268621,1055,2017,176,1
4643,34876517,381,2019,53,1
4644,76559382,775,2018,521,3
4645,36238618,686,2019,294,2
4646,72891967,12,2018,66,5
4647,49967020,909,2017,595,1
4648,96900518,650,2021,292,6
4649,52642100,946,2022,366,3
4650,73295922,997,2018,156,6
4651,23242647,985,2018,913,5
4652,42854366,558,2021,444,1
4653,13510599,223,2017,294,6
4654,73377135,199,2020,729,5
4655,72153866,596,2018,251,2
4656,58062460,622,2022,388,7
4657,69978480,747,2017,923,8
4658,21035309,921,2021,678,2
4659,40970683,695,2019,176,3
4660,58095574,796,2020,513,1
4661,92581895,372,2021,685,8
4662,92829425,1073,2020,477,1
4663,36400765,844,2017,587,2
4664,17284690,152,2019,23,1
4665,86064384,594,2019,540,2
4666,50782676,1009,2017,971,1
4667,14969832,135,2017,186,2
4668,72803888,1098,2020,487,4
4669,65297385,573,2017,737,2
4670,11505461,820,2018,738,2
4671,28665560,1071,2021,793,1
4672,28855721,773,2021,216,3
4673,50602451,328,2020,695,1
4674,22966933,751,2020,684,5
4675,87834355,1077,2021,215,3
4676,34806861,703,2018,715,5
4677,39635100,906,2020,421,2
4678,48803776,357,2019,958,2
4679,85448159,632,2021,910,3
4680,58387344,613,2019,218,4
4681,27183811,572,2017,153,2
4682,71328566,300,2020,20,5
4683,46000501,422,2018,530,4
4684,90042353,943,2021,601,3
4685,88027428,494,2019,251,5
4686,57180074,79,2018,325,2
4687,36489082,930,2020,710,5
4688,44117157,563,2022,437,5
4689,79574025,649,2021,322,2
4690,75003528,897,2021,832,3
4691,25065002,315,2021,527,4
4692,17073001,236,2017,335,2
4693,77029661,730,2018,72,3
4694,50406716,765,2018,948,1
4695,18886161,778,2019,74,3
4696,68305330,437,2020,654,3
4697,68480891,679,2021,66,1
4698,81033009,4,2021,463,1
4699,96431266,110,2022,77,2
4700,31153773,1089,2022,719,1
4701,88918772,242,2019,910,1
4702,39160283,1065,2022,551,2
4703,39145511,329,2021,497,4
4704,20206319,148,2017,580,4
4705,92162888,989,2017,216,1
4706,49351445,648,2021,79,1
4707,33387657,775,2018,417,4
4708,70518997,1099,2019,812,2
4709,69652205,1019,2020,386,3
4710,17319017,638,2017,848,4
4711,72710077,613,2018,339,1
4712,97684209,691,2017,775,6
4713,39792806,834,2020,896,8
4714,48439252,67,2018,128,4
4715,46095691,446,2020,599,6
4716,52452349,87,2020,585,4
4717,71770842,392,2020,940,3
4718,53959610,444,2022,458,5
4719,39050682,341,2018,907,1
4720,37505210,676,2018,691,5
4721,27111089,133,2022,201,1
4722,16359418,510,2020,461,6
4723,21620201,767,2019,572,3
4724,20087127,303,2022,32,3
4725,41225997,411,2021,354,4
4726,59751995,363,2019,475,3
4727,68148474,955,2017,464,2
4728,34801442,546,2018,117,1
4729,65957007,271,2020,759,5
4730,73264984,986,2019,965,2
4731,53987585,589,2019,73,3
4732,19396771,784,2020,995,2
4733,71192547,1029,2021,336,5
4734,83389901,581,2019,412,7
4735,41044131,174,2020,63,2
4736,76593041,295,2019,672,2
4737,62836629,320,2022,767,5
4738,57586876,631,2017,745,2
4739,49031788,568,2020,56,2
4740,11892480,467,2018,527,1
4741,34916490,252,2021,862,4
4742,98254894,871,2022,345,1
4743,48796539,1131,2019,481,4
4744,51108144,871,2021,871,4
4745,95388728,217,2021,552,1
4746,63071362,963,2019,718,2
4747,77895325,559,2018,333,2
4748,48488467,528,2022,667,1
4749,16349381,749,2020,234,4
4750,62070145,104,2020,803,3
4751,47959006,536,2019,713,5
4752,65195580,147,2017,547,4
4753,20131135,137,2019,886,4
4754,29439444,115,2022,802,2
4755,11931700,674,2020,3,1
4756,88100414,211,2019,195,1
4757,27747058,973,2017,482,3
4758,98548579,127,2020,534,4
4759,11081381,169,2018,488,3
4760,78817187,6,2018,592,2
4761,79434328,769,2022,713,2
4762,70157964,585,2017,739,2
4763,79438011,72,2018,722,3
4764,79943466,934,2022,233,1
4765,10174334,1129,2022,761,5
4766,22283946,952,2022,940,6
4767,31713080,701,2020,31,2
4768,24939846,21,2018,674,4
4769,32157227,394,2021,375,2
4770,40051944,912,2021,232,2
4771,13669897,19,2017,831,6
4772,25518822,378,2022,964,4
4773,70691666,115,2022,850,11
4774,59156656,812,2019,637,6
4775,60038560,457,2018,945,2
4776,65724767,148,2021,988,3
4777,59992021,1067,2020,421,3
4778,51724381,1103,2020,117,2
4779,58550058,724,2020,3,6
4780,84786162,122,2017,143,3
4781,58864591,870,2018,871,4
4782,71000750,994,2020,996,5
4783,89543107,149,2022,6,1
4784,57073683,830,2020,686,2
4785,18119544,418,2018,755,1
4786,58809933,914,2020,843,6
4787,57240939,4,2021,406,1
4788,53448922,804,2020,751,3
4789,96029365,765,2019,69,3
4790,65330764,73,2021,264,1
4791,24410819,520,2019,949,3
4792,76618095,3,2021,429,2
