986,Vantage,86,2021
987,Veloster,10,2022
988,Veloster,10,2021
989,Venue,10,2023
990,Venue,10,2022
991,Venue,10,2021
992,Venza,21,2023
993,Venza,21,2022
994,Venza,21,2021
995,Versa,14,2023
996,Versa,14,2022
997,Versa,14,2021
998,VF 8,499,2023
999,VF 9,499,2023
1000,Voyager,302,2023
1001,Voyager,302,2021
1002,Wagoneer,48,2023
1003,Wagoneer,48,2022
1004,Wraith,76,2021
1005,Wrangler,48,2023
1006,Wrangler,48,2022
1007,Wrangler,48,2021
1008,Wrangler Unlimited,48,2022
1009,Wrangler Unlimited,48,2021
1010,Wrangler Unlimited 4xe,48,2022
1011,Wrangler Unlimited 4xe,48,2021
1012,WRX,18,2023
1013,WRX,18,2022
1014,WRX,18,2021
1015,X1,192,2022
1016,X1,192,2021
1017,X2,192,2022
1018,X2,192,2021
1019,X3,192,2023
1020,X3,192,2022
1021,X3,192,2021
1022,X3 M,192,2022
1023,X3 M,192,2021
1024,X4,192,2023
1025,X4,192,2022
1026,X4,192,2021
1027,X4 M,192,2022
1028,X4 M,192,2021
1029,X5,192,2023
1030,X5,192,2022
1031,X5,192,2021
1032,X5 M,192,2022
1033,X5 M,192,2021
1034,X6,192,2022
1035,X6,192,2021
1036,X6 M,192,2022
1037,X6 M,192,2021
1038,X7,192,2023
1039,X7,192,2022
1040,X7,192,2021
1041,XC40,36,2023
1042,XC40,36,2022
1043,XC40,36,2021
1044,XC40 Recharge,36,2022
1045,XC40 Recharge,36,2021
1046,XC60,36,2023
1047,XC60,36,2022
1048,XC60,36,2021
1049,XC90,36,2023
1050,XC90,36,2022
1051,XC90,36,2021
1052,XE,95,2020
1053,XF,95,2022
1054,XF,95,2021
1055,XT4,72,2022
1056,XT4,72,2021
1057,XT5,72,2023
1058,XT5,72,2022
1059,XT5,72,2021
1060,XT6,72,2023
1061,XT6,72,2022
1062,XT6,72,2021
1063,Yukon,9,2023
1064,Yukon,9,2022
1065,Yukon,9,2021
1066,Yukon XL,9,2022
1067,Yukon XL,9,2021
1068,Z,14,2023
1069,Z4,192,2022
1070,Z4,192,2021
1071,1,532,2021
1072,124 Spider,533,2020
1073,1500 Classic Crew Cab,315,2022
1074,1500 Classic Crew Cab,315,2021
1075,1500 Classic Quad Cab,315,2022
1076,1500 Classic Quad Cab,315,2021
1077,1500 Classic Regular Cab,315,2022
1078,1500 Classic Regular Cab,315,2021
1079,1500 Crew Cab,315,2022
1080,1500 Crew Cab,315,2021
1081,1500 Quad Cab,315,2023
1082,1500 Quad Cab,315,2022
1083,1500 Quad Cab,315,2021
1084,2,532,2022
1085,2,532,2021
1086,2 Series,192,2023
1087,2 Series,192,2022
1088,2 Series,192,2021
1089,2500 Crew Cab,315,2022
1090,2500 Crew Cab,315,2021
1091,2500 Mega Cab,315,2022
1092,2500 Mega Cab,315,2021
1093,2500 Regular Cab,315,2022
1094,2500 Regular Cab,315,2021
1095,3 Series,192,2023
1096,3 Series,192,2022
1097,3 Series,192,2021
1098,300,302,2022
1099,300,302,2021
1100,3500 Crew Cab,315,2022
1101,3500 Crew Cab,315,2021
1102,3500 Mega Cab,315,2022
1103,3500 Mega Cab,315,2021
1104,3500 Regular Cab,315,2022
1105,3500 Regular Cab,315,2021
1106,370Z,14,2020
1107,4 Series,192,2023
1108,4 Series,192,2022
1109,4 Series,192,2021
1110,400Z,14,2022
1111,488 Pista,142,2021
1112,4C Spider,157,2020
1113,4Runner,21,2023
1114,4Runner,21,2022
1115,4Runner,21,2021
1116,5,532,2024
1117,5 Series,192,2023
1118,5 Series,192,2022
1119,5 Series,192,2021
1120,500L,533,2020
1121,500X,533,2022
1122,500X,533,2021
1123,570S,176,2020
1124,600LT,176,2020
1125,7 Series,192,2022
1126,7 Series,192,2021
1127,718 Boxster,44,2022
1128,718 Boxster,44,2021
1129,718 Cayman,44,2022
1130,718 Cayman,44,2021
1131,718 Spyder,44,2022
1132,718 Spyder,44,2021
1133,720S,176,2020
1134,8 Series,192,2022
1135,8 Series,192,2021
1136,812 GTS,142,2021
1137,812 Superfast,142,2021
1138,86,21,2023
1139,86,21,2022
1140,911,44,2022
1141,911,44,2021
