sep=<tab>
1556	המלאכה 51 , דימונה	רדיאטור ואגזוזים - אמויאל שמעון	08-6559792
1557	הנחושת 14 ת.ד 7022 , באר שבע	מוסך קלדרון ב ש בע מ	08-6282299
1558	ד.נ. הנגב , עין השלושה	עין השלושה מוסך הקבוץ	08-9985786
1559	תמוז 22 , קריית גת	מוסך אוטו - גת בע מ	08-6811534
1560	פנחס החוצב 145 ת.ד.17203 , באר שבע	רדי ליין מוטורס בע מ	072-2400497
1561	פנחס החוצב 6 , באר שבע	מוסך מוניטין - חדד אהרון	08-6289959
1562	פנחס  החוצב 40 , באר שבע	א.מקור הפחחות וצבע לרכב-מאג'ד	054-2871282
1563	א.תעשיה רח' העמל 15 , קריית מלאכי	אברהם את שלום - מוסך גלקסי	054-4324632
1564	האומן 59 , נתיבות	שקל אריק - שרותי חשמל	050-4899679
1565	גבעת שאול הר תבור , ירושלים	אגד חברה לתחבורה בע מ - ג. שאול	02-6557722
1566	ואדי אל אגוז 76 ת.ד 54960 , ירושלים	אשרף אחמד חשמל רכב אשרף	052-8443267
1567	קיבוץ שדה בוקר , שדה בוקר	שדה בוקר מוסך הקבוץ	08-6560128
1568	הדקל 8  דרך חברון , באר שבע	מוסך אריה - אלוש אריה	08-6278777
1569	הבדיל 29 ת.ד. 2138 , באר שבע	מסגריית אקספרס בע מ	08-6272913
1570	ד.נ הנגב חצרים , חצרים	מוסך הקיבוץ חצרים	08-6473322
1571	תלפיות יד חרוצים 14 , ירושלים	דוידיאן את אוריאל _ מוסך אופק	02-6715076
1572	אזור תעשיה הצפוני רח' היוזמה , אשדוד	כלמוביל בע מ	08-8518555
1573	תלפיות יד חרוצים 14 , ירושלים	מוסך דודו כהן (2009) בע מ	02-5379995
1574	יוזמה 4 ת.ד 203 , אילת	מוסך הניצוץ אילת - קבלן ברוך	052-8990055
1575	אפיקים בנגב 1 , אופקים	צמיגי פאר - חנוך את מרדכי	08-9925283
1576	פנחס החוצב 138 ת ד 10319 , באר שבע	הסעות ומוסך אחים אדם	050-8721143
1577	תוצרת הארץ 1 ת ד 2314 , באר שבע	א.ח.כרמלי (1992)בע מ	08-6900949
1578	רחוב העמל 29 ת.ד 12365 , אשדוד	מרכז שירות אקספרס אשדוד	08-6440500
1579	פנחס החוצב 36 , באר שבע	רפי אסרף בע מ פחחות וצבעות רכב	08-6235386
1580	ההדרים א.ת. הכבדה ת.ד. 2455 , אשדוד	אליקים בן ארי בע מ	08-8562552
1581	ואדי אל אג'וז ת.ד 83359 , ירושלים	מהנד כורד מוסך אמאל	02-6282003
1582	העמל 70 ת ד 522 , דימונה	מוסך רעים - סויסה אשר	08-6550057
1583	הבנאי 3 ת.ד. 9239 , אילת	מוסך אברסט - טוויל יצחק	052-8993001
1584	ד.נ חבל אילות גרופית , גרופית	גרופית מוסך הקיבוץ	08-6357750
1585	רח הקידמה 14 א.ת צפוני אשדוד , אשדוד	חרש אשדוד 2000 בע מ	08-8564330
1586	המלאכה 50 , אופקים	צמיגי ממן יוסף	08-9926334
1587	יד חרוצים 14 ת.ד 52300 , ירושלים	זיר מחמד עמאד - מוסך בקעה	02-6719982
1588	א. תעשיה הצפוני , אשדוד	רוכמן הנריק מוסך הרשלה	08-8561865
1589	רח' אהליאב 16 רוממה , ירושלים	אברהם זכי - תיקון צמיגים	02-6421222
1590	הפלדה 10\15ת ד 2200 , באר שבע	עתיד העמק 1993 - בהנהלת עבד	08-6273485
1591	ניר 5 , באר טוביה	פרופשיונל מוטורס 3 בע מ	08-8501267
1592	פנחס החוצב 7 ת.ד.17012 , באר שבע	תמיר אופנועים - תמרי נועם	08-6270559
1593	הפועלים 13 , באר שבע	אוטו - טופ בנגב בע מ	08-6652191
1594	תלפיות יד חרוצים 4 , ירושלים	מולדת בע מ-מוסך למכונאות ופחחות	02-6731606
1595	הפנינים 2 , אשקלון	צמיגי בן אליהו בע מ	08-6751370
1596	שד-בני ברית צומת הנמל ת.ד. 6508 , אשדוד	רלקס הנדסה (1996) בע מ	08-8535038
1597	האופים 6 ת.ד. 12063 , אשדוד	צמיגי אחים ברנס אשדוד בע מ	08-8560480
1598	א.תעשיה רח' העבודה 54 , אשדוד	ניקולאי פירוגוב - מוסך ניקולאי	052-8198923
1599	הבדיל 24 , באר שבע	מלגזות הדרום בע מ	052-3960336
1600	הגלגל 4 , אשקלון	מ.ע. מוסך האחים מאשקלון בע מ	08-6756665
1601	ג.שאול ב.דפוס 29 ת.ד 34519 , ירושלים	עמר נחמן-מוסך גבעת שאול	052-3327017
1602	עליית הנוער 1 , אשקלון	מכון טורבו קרבורטור- מכלוף ניסים	052-2600156
1603	תלפיות רחוב הסדנא 7 , ירושלים	תייסיר חלוואני - תייסיר ש' רכב	02-6783592
1604	ג.שאול רח' בית הדפוס 24 , ירושלים	שריד איתן-מוסך חפץ חיים	02-6511539
1605	טבת 5 , קריית גת	צמיגי ניסימוב	08-6600524
1606	א.תעשיה חורה , חורה	מוסך תל שוקת - מחמד אבו שלדום	050-5375218
1607	התבונה  3 , אילת	א. אור חדש בהנהלת אבי זיקרי	08-6318840
1608	בית הדפוס 24 , ירושלים	אור - צת שרותי רכב בע מ	02-6514446
1609	בית הדפוס 3 ת ד 34672 , ירושלים	צמיגי רונדו 1989 בע מ	02-6525842
1610	א.תעשיה באר-טוביה , קריית מלאכי	גוילי בוקרא לילי-מוסך לילי	08-8582124
1611	הנחושת 1 ת ד 2204 , באר שבע	א.א ניר פחחות וצבע בע מ	08-5105454
1612	א.ת. צפוני ת.ד 414 , אשדוד	מכון רישוי - היימן 1990 בע מ	08-8563323
1613	האומן 26 ת.ד 53373 , ירושלים	סופר צמיג - נהור בע מ	02-6781363
1614	טבת 11 , קריית גת	איי.בי.השקעות קארבר בע מ	08-6811513
1615	פנחס החוצב 20 , באר שבע	פרונט באר שבע	08-6276888
1616	א. התעשיה , קריית מלאכי	חסן מאיר - מוסך מאיר	08-8580063
1617	המרכבה 16 ת.ד. 353 , אשקלון	בני את דוד בע מ	08-6750649
1618	תלפיות רח' הרכבים 15 , ירושלים	חיים לוי 1998 בע מ	02-6225999
1619	לונדון  6 ת.ד.435 , שדרות	מוסך לוק בע מ	08-6899072
1620	רוממה הריקמה 6 , ירושלים	ישראלוביץ אברהם-ישרגלאס ז.רכב	02-5388301
1621	ג.שאול רח' בית הדפוס 24 , ירושלים	מעבדות פרונט ירושלים בע מ	02-6521520
1622	פנחס החוצב 85 ת.ד.6243 , באר שבע	ארמונד מוסך מרכזי - ארמנדו עבד	052-2765513
1623	המסלול 2 א.ת צפוני , אשקלון	השכרת רכב בע מ - מאל מור	08-6750714
1624	תלפיות - רח' צרת 2 , ירושלים	צמיגי תלפיות בע מ	02-6781508
1625	העבודה 10 , אשדוד	כ.פ.-א.ב. בע'מ -מוסך מכונאות	08-8533790
1626	האופים 1 א.התעשיה , אשדוד	מרכז שירות ב.ליפשיץ בע מ	08-8562997
1627	האופים 7 א. תעשיה , אשדוד	איטח זילבר-חשמל ומיזוג אויר לרכב	08-8522011
1628	ג.שאול מרכז תחזוקה , ירושלים	עירית ירושלים- מוסך	02-5314622
1629	תלפיות התעשיה 5 ת ד 53401 , ירושלים	חברון עסיס - מוסך מילניום	02-6731313
1630	קהילת מילנו 1 , שדרות	מוסך גל רום בע מ	08-6890862
1631	תלפיות תעשיה 5 ת.ד. 52184 , ירושלים	מוסך בני יצחק אסייג בע מ	02-6734756
1632	הנחושת 33 ת.ד 2473 , אשדוד	אוחיון סימון חשמל רכב סימון	08-8562024
1633	העבודה 20 ת ד 12131 , אשדוד	ישראלי יעקב חשמל רכב ישראלי	08-8566372
1634	ג.שאול בית הדפוס 24 , ירושלים	סדי מתתיהו - מוסך לב זהב	02-6522750
1635	רח' התעשיה 5 תלפיות , ירושלים	מוסך רמזור בע מ	02-6711442
1636	תלפיות רח' יד חרוצים 14 , ירושלים	גאבר נאג'י - מוסך לחברה	02-6718570
1637	א.התעשיה מבנה 55 ת.ד. 768 , קריית מלאכי	מלול עמי-מוסך רדיאטורים ואגזוזים	08-8586210
1638	צה ל 25 , אשקלון	מוסך טובאי - טובאי שלמה	08-6750799
1639	תלפ.בעלי מלאכה 17 , ירושלים	בן עמי ארמונד - מכון רדיאטורים	02-6788678
1640	הבדיל 21 , באר שבע	מימד מרכז שירות בע מ	053-6670074
1641	פנחס החוצב 2 , באר שבע	מוסך המומחה בע מ	08-6238296
1642	התעשייה 5 מרכז בליליוס , ירושלים	מטרו הבירה - מומנט אופנועים	053-7351897
1643	מרכז מנס דנ.שקמים , סגולה	דינו יהודה-מוסך יהודה	08-8501826
1644	המלמד 44 ג. שאול , ירושלים	חב' החשמל לישראל בעמ' סניף י  ם	054-6091743
1645	תלפיות ד.בית לחם 144 , ירושלים	מכשירי תנועה ומכוניות 2004 בע מ	02-6715017
1646	תלפיות רח' התעשיה 5 , ירושלים	מוסך מדינה בע מ	02-6732503
1647	המרכבה 16 , אשקלון	יחזקאל שלום ורחמים בע מ	08-6750561
1648	הבדיל 39 ת ד. 2020 , באר שבע	מוסך רושל	050-7231822
1649	הגלגל 1 , אשקלון	מוסך אשקלון - גויטע גבעתי רחמים	08-6751682
1650	הכישור 10 , אשקלון	ב.מ עדן שירותי רכב בע מ	08-6750494
1651	המלאכה 28 ת.ד. 17341 , באר שבע	מוסך אור וקור - לרבוני דוד	08-6232556
1652	תלפיות, התעשיה 5 , ירושלים	סבח את אמויאל - א.א פחחות וצבע	02-6723232
1653	העבודה 57 ת.ד. 12561 , אשדוד	בן שימול מיכאל - מוסך מרכז הרכב	08-8562645
1654	מושב ישע בית 246 , ישע	מוסך ניר - יפרח אשר	050-8695624
1655	תלפיות, האומן 20 , ירושלים	יוני אופנועים בע מ	02-6789422
1656	האסיף 606 , נתיבות	מוסך חלילי	045-3208227
1657	הבורסקאי 56 , באר שבע	ר.ח נועם בנגב שירותי רכב בע מ	08-6232542
1658	צה ל 66 ליד עשות , אשקלון	רן סמו שרותי שדה בע מ	08-6722049
1659	העבודה 10 ת.ד 12323 , אשדוד	אזוט שמעון - פחחות הדרום	08-8562185
1660	יד חרוצים 16 ת ד 53094 , ירושלים	מוסך החבר בע מ	02-6713356
1661	א. ת המסגר 13 , בית שמש	אילוז מאיר - מוסך העיר א.מ- אל	02-9915401
1662	צה ל 30 ת.ד. 5002 , אשקלון	מוסך מאיר דהן הובלות בע מ	053-7793297
1663	מושב תדהר משק 60 , תדהר	מוסך ישראל הכפר - פימא מיכאל	08-9924657
1664	א.ת יד חרוצים 9 , ירושלים	דוד לובינסקי בע מ '-ם	02-6756555
1665	תלפיות יד חרוצים 16 , ירושלים	דדיה שמעון - מרכז הדיזל 1 י-ם	02-6722256
1666	ג.שאול ב.דפוס 24 , ירושלים	אריה ניסים - מוסך אריה	02-6537457
1667	תלפיות מ.בליליוס התעשיה 5 , ירושלים	כהן יצחק _ מוסך צמרת	02-6723818
1668	האשלג 47 א.ת צפוני , אשדוד	אלכטר עדנאן-מוסך שילדה	08-8565751
1669	תלפיות רח' הסדנא 4/הסדנא 1 , ירושלים	זני מרכז ירושלים בע מ	02-5655555
1670	רח' הבטיחות 3 ת.ד. 12590 , אשדוד	מוסך סמו ניסים בע מ	08-8533656
1671	ת.מרכז בליליוס רח' התעשיה 5 , ירושלים	מוסך ליטל תורג'מן י-ם בע מ	02-6717105
1672	הפועלים 58 ת ד 1100 , דימונה	מוסך הנאמן בהנהלת אבגי מאיר	08-6551973
1673	רח' התעשיה 5 ת ד 52218 , ירושלים	בן זנו רונן - מוסך פיני רונן	02-6735361
1674	בן גוריון 8 , באר שבע	מחלקה ראשונה לצמיגים ואביזרים בע	08-6282220
1675	אזור התעשיה 1 , קריית מלאכי	לוי מוריס -חשמל רכב	08-8501859
1676	ג.שאול בית דפוס 24 , ירושלים	מ.ד.רכב עברי בע''מ	02-6514164
1677	עטרות א.ת. רח' מפעלות 23 ת.ד 27306 , ירושלים	מוסך החברים - פ.ח 1993 בע מ	02-6565625
1678	דבלין 7 , שדרות	האחים שאובי מוסך שרותי שדה בע מ	08-6899828
1679	העמל 8  ת.ד. 841 , דימונה	מוסך פאר - כהן דוד	08-6554436
1680	המלאכה 5 ת.ד. 145 , באר שבע	ירוחם עזרא שרותי רכב 1994 בע מ	08-6202000
1681	פנחס החוצב 23 , באר שבע	רותמוטו מ.אופנועים - אגסי רותם	08-6450070
1682	המחוגה  32 , אשקלון	מוסך צוריאל - גלאם צורי	050-7863964
1683	פנחס החוצב 24 , באר שבע	חשמל רכב - דנינו אלי	08-6281086
1684	תלפיות מ.בלליוס התעשיה 5 , ירושלים	שני האומנים י-ם בע מ	02-6712347
1685	ג. שאול יעקב אליאב 2 , ירושלים	גמא טסט ליין )ישראל( בע מ	02-6536333
1686	תלפיות רחוב בית היוצר , ירושלים	בוקריס מושי-א.י-ם-סקוטר סנטר	054-8197345
1687	הכישור  12 , אשקלון	זכוכית אשקלון בע מ	08-6750542
1688	פנחס החוצב 10 , באר שבע	מוסך ג'.ג. המשפצים בע מ	08-6237799
1689	ת ד 3217 גיסין106 , פתח תקווה	מוסך  ד.נחום בע מ	03-9243172
1690	ישראל בק 28 , תל אביב -יפו	מוסך מוטורוני בעמ	03-5625454
1691	המסגר 3 א.ת נוה מגן , רמת השרון	נוימן את שמולוביץ ארנון אופנועים	03-5405279
1692	מושב כפר יעבץ , כפר יעבץ	יצהרי נפתלי מוסך נפתלי	09-7963181
1693	שמוטקין 31 , ראשון לציון	י.ג.ל. מוסך אוטו פרונט בע מ	03-9660992
1694	אחים מסלויטה 8 , תל אביב -יפו	מוסך ליטל 2008 בע מ	03-5622072
1695	השיקמה 3 רמלה , לוד	מוסך דוד	08-9250685
1696	משה הס 2 , רמלה	סמי אבו קטיפאן מוסך פחחות ס.ג.	08-9282351
1697	שמוטקין 31 א ת יש , ראשון לציון	פנצריית א.ל.הדרך בע מ	03-9643232
1698	יצחק אבנרי 4 , תל אביב -יפו	מוסך פאוזי	03-6838955
1699	הברזל 13 רמת החייל , תל אביב -יפו	מוסכי רמת החייל בע מ	03-6476080
1700	המסגר 19 , תל אביב -יפו	איציק קטנועים בע מ	03-6870190
1701	פאול קור 13 , תל אביב -יפו	מוסכי אלדן בע מ	03-5376499
1702	שמוטקין 31 א ת , ראשון לציון	אליה זקי מוסך הדקל	03-9648210
1703	יוחנן הסנדלר 20 , כפר סבא	אוטו טק פז ווים וגררים בע מ	09-7667300
1704	יקנעם 13 , תל אביב -יפו	עומר פחחות וצבע בע מ	03-6956305
1705	החשמונאים 30 , בני ברק	דראי שלמה - מוסך אריאל	03-5700966
1706	מנחם יקואל 1 , בת ים	מלכה חנניה מוסך הצוות	03-5527035
1707	היוזמים 6 , אור יהודה	דרויש שלום מוסך היוזמים	04-5335210
1708	ת.ד 570 , כפר ויתקין	ס.י.פ חשמלאות רכב בע מ	09-8663663
1709	עציון גבר 5 , תל אביב -יפו	מרכז שרות 10 בע מ	03-6331010
1710	שמוטקין 31 א ת , ראשון לציון	משה גמרו ובניו רשת מוסכים בע מ	03-9659395
1711	תובל 16 , רמת גן	מוזס אברהם - צמיגי דוד	03-7511074
1712	לישנסקי 8 , ראשון לציון	א.ד טקסי (2013) בע מ מוסך ארגמן	03-6874083
1713	חיי אדם 10 , תל אביב -יפו	מוסך נחלת יצחק	03-6965685
1714	בקר 25 א ת ישן , ראשון לציון	מוסכי עדן מרכז בעמ	03-9504049
1715	הפלך 2 , תל אביב -יפו	מטרו מוטור שווק (1981) בע מ	03-7294544
1716	פנקס 16 , נתניה	און קור מאירי כפיר	09-8841524
1717	עציון גבר 8 , תל אביב -יפו	בר אליעזר מוסך מכונאות רכב כללית	03-6831020
1718	האורגים 8 , חולון	ברוך ומשה - ב.מ. מוטורס	03-5567899
1719	משק עזרא 1 , רעננה	יוסף בן חיים מוסך עמל	09-9543435
1720	הסדנאות  5 , הרצלייה	אוטומטיבי פי.אס.טי בע מ	09-9501551
1721	ת.ד 2118  ברקת 7 , הרצלייה	אהרון ויהושע 2000 בע מ	03-9556555
1722	שלבים 12 , תל אביב -יפו	בלאיש דוד מוטו סקוטר קטנועים	03-6815769
1723	ת..ד. 12100 גשר העץ 10 , עמק חפר	גז פרו בע מ	04-6212414
1724	ת.ד. 57523 בן אביגדור 13 , תל אביב -יפו	מזרחי יוסף מוסך הסינרמה	03-5623754
1725	קלנסואה  כביש ראשי ת.ד. 5607 , קלנסווה	לידאוי חוסין אחמד מ.צמיגי קלנסאה	09-8782857
1726	החרש 1 א.תעשיה נווה מגן , רמת השרון	מרק גוזלן - פרו ווילס	03-5470968
1727	תמנע 2 , חולון	דן חברה לתחבורה ציבורית בע מ	03-6933301
1728	המצודה 13 , אזור	מוסך שריף את חנה	04-5569727
1729	ת.ד 4217 , טירה	חסקיה עבדל רחמן פחחות רכב	052-8776405
1730	יוחנן הסנדלר 8 , כפר סבא	פופלוב גרגורי מוסך פרופ' מוטורס	09-7667583
1731	ת ד 226 צ.כנות , גדרה	טרקטורים וציוד )אי טי אי( בע מ	08-8592053
1732	דרך השבעה 20 , חולון	רפי נבון מוסך ד.ר קור	054-2424274
1733	שמוטקין 4 א.ת. , ראשון לציון	מוסך הברושים	03-9644518
1734	סגולה 17 , פתח תקווה	צמיגי סגולה	03-9312539
1735	גזית_1 סגולה , פתח תקווה	סיאני אברהם מוסך הציר	03-9303875
1736	אזור תעשיה צפוני לוד , לוד	קשר רנט א קאר בעמ	054-5709999
1737	לישנסקי 8 א , ראשון לציון	זגגות רכב משומר	03-9618055
1738	סגולה 17 , פתח תקווה	בני סבט רדיאטור ואגזוז	03-9342573
1739	התעשיה 13 ת.ד 2345 , רעננה	דינמומטר - רעננה	09-7419872
1740	הבורסקאי 4 , בת ים	מוסך א.ע חוני בע מ	03-5512051
1741	מודיעין 1 א. ת )ע י טלרד( , לוד	מוסך עד חן בעמ	08-9255446
1742	פנקס 8 ת.ד 13645 , נתניה	שטרן אריה זגגות רכב	09-8829469
1743	הסוללים 8 , תל אביב -יפו	מוסך הרצל בראל טיפטופ שרותי רכב	03-6241713
1744	יוחנן הסנדלר 8 , כפר סבא	מתוק רמי זגגות רכב רמי	09-7654469
1745	בזל 2 ת.ד. 10088 , פתח תקווה	ש.ח לוי ובניו בע מ	03-9248828
1746	גזית 1 , פתח תקווה	עוזי דרויש צמיגי מוריס	03-9346689
1747	המלאכה 17 , חולון	מוסך ברדה אלפונסו בע מ	03-5568145
1748	קוממיות תחנת דלק , בת ים	יוסף מרדכי צמיגי זיתוני ונעים	03-5523560
1749	דרך היצירה 31, א.ת. דרך יבנה , רחובות	הסדנה צבעות רכב בהנהלת אלון נרוב	050-5965960
1750	הבנאי 10 , חולון	בנימין יפה מוסך המניע חולון	03-5502243
1751	זבוטינסקי 4 , רמת גן	שומרון דוד צמיגי יהלום	03-7513223
1752	אלוף מרכוס 16 , פתח תקווה	11443תוהמי - מוסך שלמה את עזרא	03-9305893
1753	קלאוזנר 17 , רמלה	ח.מ.ג. מוטורס למכונאות בע מ	08-9240859
1754	ארבע ארצות 7 , חולון	מוסך איציק	03-5047554
1755	התעשיה 3 ת.ד 2285 , רעננה	אלי חי איתן מוסכי איתן	09-7452345
1756	שכטרמן 20 , נתניה	נאוציצל ישראל חשמל רכב	09-8846017
1757	עציון גבר 3 , תל אביב -יפו	י א א שרותי רכב בעמ	03-6826174
1758	ק.עקרון ת.ד 1142 , קריית עקרון	עמירה ברוך מוסך מיטב	08-9413755
1759	שארית ישראל 11 , תל אביב -יפו	פרונט יפו 2000	03-6821349
1760	האופן 10 , חולון	איציק בו שושן מוסך	03-5590175
1761	החרושת 9 ת.ד 2004 א.ת , רעננה	מוסך חורשים בע מ	03-9034441
1762	המלאכה 22 , חולון	א.ב.רם גלס בע מ	03-5569333
1763	הכדר 53, ת.ד. 13005 , נתניה	י.מ. מוסכים בע מ	09-8843344
1764	שלמה המלך 58 נתניה , נתניה	שנני שדמן צמיגי שדמן	09-8351237
1765	סגולה 17 , פתח תקווה	שוורצמן ויאצסלב מוסך ירון מוטורס	03-5286618
1766	החרושת 64ת.ד 2189 , רעננה	גימני מאיר חשמל רכב	09-7604029
1767	הפלד 21 , חולון	ד . א . הרשת לצמיגים בע מ	03-5581992
1768	שלם 1 , רמת גן	צמיגי רמת חן בע מ	03-6312396
1769	אלטלף 3 ת.ד  2748 , יהוד	סיגלית בן שלוש מוסך רון קור	03-5361247
1770	חומה ומגדל 1 , תל אביב -יפו	דלק מוטורס בע מ	03-6335777
1771	טירה ת.ד 4249 , טירה	חסקיה מוחמד מוסך המשולש	054-2531671
1772	מסילת ישרים 12 , תל אביב -יפו	סימן טוב תיקון אופנועים	03-6881476
1773	ת.ד 13714 האורג 22 , נתניה	בר אל יוסף נתניה בע מ	09-8627171
1774	הקישון 15 , בני ברק	התאומים- מרכז שרות לרכב בע מ	03-5700585
1775	תושיה 21 תד 57266 , תל אביב -יפו	מטרו מוטור שיווק (1981) בע מ	03-6336555
1776	מדינת היהודים 95 ת.ד 326 , הרצלייה	א.י. מוסך טיראן בעמ	09-9558554
1777	המנור 15 , תל אביב -יפו	רונן קאפח אוקסיג'ן מוטורסייקלס	03-6820755
1778	בן צבי 10 רמת אליהו , ראשון לציון	דוד צפניק ובניו בע מ	03-9533222
1779	סגולה_17 , פתח תקווה	דה בסט קור בע מ	03-9309093
1780	הירמוך 5 א ת , יבנה	יהודה גל מוסך חן	08-9421219
1781	יצחק שדה 5/3 , תל אביב -יפו	טביב אבי גרנד פרי	03-6873768
1782	החרושת  13 , רעננה	יורם מלאכי - צמיגי מלאכי רעננה	09-7417120
1783	ת ד 664 תעשיה 26 , יהוד	הנסון)ישראל(בע מ	03-5392126
1784	ת ד 3138 עמל 11 , פתח תקווה	משעלי אפרים  מוסך אפרים	03-9245416
1785	ת ד 3178 עמל 27 , פתח תקווה	מימון מוסך מכונאות	03-9231538
1786	הדקל 6 , הרצלייה	אמבר עזרא מוסך נייד  לי 	03-9501024
1787	שמוטקין 23 א.ת. ישן , ראשון לציון	חשמל אבי מזרחי	03-9660577
1788	היוזמים 3 , אור יהודה	פאי אריה מקור הקור	04-6343057
1789	מעפילי סלודור 10 , תל אביב -יפו	ניקולה סאסין פחחות וצבע לרכב	03-6839569
1790	ת.ד 168 כביש ראשי , טירה	צמיגי טירה  1990 בע מ	04-7938262
1791	משה יתום 33 , רחובות	צמיגי בר רחובות בעמ	08-9464779
1792	אליהו איתן 10 , ראשון לציון	מוסך חי -יהודה בן דוד בע מ	03-9616410
1793	מושב ישרש 13 , ישרש	מוסך יורם אזולאי ישרש	052-2775467
1794	הפלד 30 , חולון	אהרון משה מוסך הפלד	03-5561812
1795	ברוך הירש 4 , בני ברק	מרכז שרות דור חדש בע מ	03-5791923
1796	שכטרמן 5 , נתניה	ויקי גולן מצילי המכוניות	050-5360013
1797	פרשקובסקי 2 , ראשון לציון	כהן ארזי רפי מוסך ארזים	03-9697690
1798	ת.סונול בית עובד , בית עובד	גילי חאמי צמיגי בית עובד	08-9406629
1799	האורג 6 , נתניה	בנימין מכון האחים	09-8620876
1800	ת.ד 2878 , טירה	חטיב מונדר מוסך התאומים	09-7930834
1801	מרכוס 14 , פתח תקווה	שהרבני ובניו בעמ מוסך סטאר	03-9316972
1802	אורט ישראל 46 , בת ים	מוסך אור אל  א.ב.א.  בע מ	03-5518223
1803	היובלים 26 , נווה נאמן	לוי חנוך מוסך אוטו 10	09-7455500
1804	נחלת יצחק 24 , תל אביב -יפו	מוסך גבי מיארה ושות בע מ	03-6954571
1805	מ.ניר צבי ת.ד 200 , ניר צבי	דלק מוטורס בע מ	08-9139950
1806	המסגר 18 , נתניה	חג'ג' מאיר מוסך מרתון	09-8619344
1807	רחוב ז 4 , אזור	רכב אנא כ.א. 2007 בע מ	04-5504943
1808	רוזנסקי 8תד 5024 , ראשון לציון	עמיאל שווק צמיגים בראשל צ בע מ	03-9612586
1809	הפלדה 18 , נתניה	רובס בני מכונאות	09-8621265
1810	סמטת שניר 8 , בני ברק	צסנר את עאדל בע מ )מוסך עמית(	03-5705076
1811	סמטת שניר 8 , בני ברק	מוסך ג.א פחחות וצבע -זכריא גבארה	050-7260940
1812	פרסה בגשר טירה , טירה	חטיב מדיין קפיצי מדיין	04-7939983
1813	המסגר 56 , תל אביב -יפו	קונברטורים בע מ	03-5616777
1814	תל חי 6 , רמלה	אבו סולימן פנצרית טיפ טופ	08-9220555
1815	אורט ישראל 32 , בת ים	איגור את לונגו מוסך בימר	03-5530686
1816	בר כוכבא 59 , פתח תקווה	חי שמשון פחחות וצבע	050-7474880
1817	הסדן 17 את מגדיאל , הוד השרון	עטיה שאול מוסך מגדיאל	09-7487695
1818	פאול קור 15 , תל אביב -יפו	עאטף עיסא מוסך יסמין	053-7294224
1819	דאר נע מרכז , שילת	מוסך שילת בע מ	08-9761032
1820	משכית 13 ת.ד 12354 , הרצלייה	שרגא קלינגר זגגות	03-9556812
1821	גלגלי הפלדה 14 ת.ד 12019 , הרצלייה	מוסך הדקל הירוק בע מ	09-9586104
1822	המכבים 25 , פתח תקווה	שלום לוי סטאר אגזוז	03-9305266
1823	האורגים 17 , בת ים	ביטון חיים מוסך צמרת	03-5535041
1824	דרך חיל השיריון 104 , תל אביב -יפו	פיט סטופ מוסכים בע מ	03-6871466
1825	סגולה 17 , פתח תקווה	אביב ווי.זד.אר פרפומנס בע מ	03-9300351
1826	הירקון 41 , בני ברק	יצחקוב מוטי מוסך מוטי	050-5297717
1827	המפוח א.תעשיה , רחובות	מרכז שירות דרור בע מ	08-9467777
1828	ת.ד 73 , בצרה	בללטי יוסי - מוסך בצרה	09-7485049
1829	אברהם גירון 3 יהוד מונוסון , יהוד	איי קאר מ.ש.ט בע מ	03-5363357
1830	שד רוקח ת.ד 24052 , תל אביב -יפו	גני יהושע )פרק הירקון(חב' בע מ	03-6422828
1831	ת.ד- 33 / משק 33 , כפר שמואל	שושני מוסך כפר שמואל	08-9240246
1832	עמל 3 , פתח תקווה	אשר תם מיזוג אויר לרכב	03-6183434
1833	הש ך 14 , תל אביב -יפו	זגגות רכב משומר	03-6829264
1834	כצנלסון 19 , לוד	שחל חשמלאות רכב אלכס	08-9246675
1835	העמל 19/21 , בת ים	מוסכי אוטו סנטר בע מ	03-5520222
1836	וסרמן 37 פ. מברכך , תל אביב -יפו	הילוך שישי ת א בע מ	03-6819561
1837	מדינת היהודים 95 , הרצלייה	פרץ יוסף - מוסך המילניום פיתוח	03-9577237
1838	א.ת חדש ת.ד 482 , טייבה	מוסך גבאלי מוראד	09-7995302
1839	לב פסח א.ת צפוני , לוד	דיזל הנדסה טכנולוגיה 2003 בע מ	08-9781100
1840	ת,ד 3069 , טייבה	מוסך אחים עמרור (1992) בע מ	09-7990730
1841	שמוטקין 31 , ראשון לציון	עבאדי עמוס - מוסך עדי בע מ	03-9507060
1842	המרכבה 4 , חולון	משה שחרור מוסך הנכון	03-5504515
1843	דרך המכבים 54 , ראשון לציון	כתב ניר פרונט ראשון	03-9640383
1844	ת.ד  9175 , טייבה	פאדי טוויל מוסך השרון	052-5989103
1845	ת.ד 2109  החרושת 4 , כפר סבא	מרכז שרות רקורד בע מ	09-7658470
1846	טייבה ת.ד 4998 א.ת , טייבה	חשמל השרון )עבודי( בע מ	09-7993556
1847	נחשון 15 , פתח תקווה	וליד עומר קומפיוזקאר פתח תקוה	03-9314861
1848	ת.ד 141 א.ת , אבן יהודה	מוסך מאיר נגבי בע מ	09-8997777
1849	אברבנאל 55 , תל אביב -יפו	ויקטור גרסי צבעות רכב	03-6826507
1850	עזרא דנגור 34 , בני ברק	אבוטבול משה  - מוסך משה	03-6194141
1851	דרך יבנה , רחובות	אגד חברה לתחבורה בע מ	08-9485252
